log_line,label
Apr 01 09:27:20 appserver03 sshd[5925]: Accepted password for dave from 192.168.1.23 port 63760 ssh2,normal
Apr 01 18:39:13 webserver01 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 16:38:50 webserver01 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 20:19:10 appserver03 sshd[5456]: Accepted password for alice from 192.168.1.23 port 49571 ssh2,normal
Apr 01 14:57:38 appserver03 sshd[5843]: Accepted password for grace from 192.168.1.25 port 54734 ssh2,normal
Apr 01 08:39:55 appserver03 CRON[7932]: pam_unix(cron:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 09:53:14 appserver03 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 22:02:10 dbserver02 CRON[9089]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 18:13:58 dbserver02 pam_unix(sshd:session): session closed for user eve,normal
Apr 01 07:07:38 dbserver02 sshd[7160]: Accepted password for dave from 192.168.1.19 port 48022 ssh2,normal
Apr 01 17:21:42 appserver03 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 05:28:44 dbserver02 sshd[8138]: Failed password for invalid user root from 91.240.118.172 port 44787 ssh2,ssh_brute_force
Apr 01 13:51:17 dbserver02 CRON[1051]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 22:47:31 appserver03 sshd[3152]: Accepted password for eve from 192.168.1.18 port 53262 ssh2,normal
Apr 01 22:41:16 webserver01 systemd-logind[859]: New session 317 of user frank.,normal
Apr 01 12:57:59 webserver01 sshd[1828]: Accepted password for eve from 192.168.1.23 port 47309 ssh2,normal
"Apr 01 22:39:14 dbserver02 adduser[5687]: new user: name=testadmin, UID=59768, GID=10096, home=/home/testadmin, shell=/bin/bash",new_user_created
Apr 01 16:26:26 dbserver02 sshd[6948]: Accepted password for carol from 192.168.1.21 port 49518 ssh2,normal
Apr 01 09:48:53 dbserver02 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 20:24:29 dbserver02 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 09:25:18 webserver01 sshd[2223]: Accepted password for alice from 192.168.1.29 port 52540 ssh2,normal
Apr 01 19:27:09 appserver03 sshd[8553]: Accepted password for bob from 192.168.1.19 port 47502 ssh2,normal
Apr 01 21:49:38 dbserver02 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 07:51:51 appserver03 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 03:33:01 appserver03 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
"Apr 01 19:01:47 dbserver02 adduser[5720]: new user: name=tempuser, UID=63209, GID=59515, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 23:23:32 webserver01 sshd[6704]: Accepted password for bob from 45.33.32.156 port 62284 ssh2,after_hours_login
Apr 01 22:48:27 dbserver02 sshd[4709]: Accepted password for frank from 192.168.1.28 port 59906 ssh2,normal
Apr 01 17:29:34 webserver01 su[3573]: FAILED su for root by bob,su_failure
Apr 01 19:35:39 dbserver02 sshd[9980]: Accepted password for bob from 192.168.1.21 port 41747 ssh2,normal
Apr 01 20:51:51 dbserver02 sshd[8819]: Accepted password for carol from 192.168.1.18 port 45596 ssh2,normal
Apr 01 18:11:50 appserver03 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 04:58:31 appserver03 sshd[2995]: Accepted password for eve from 185.220.101.34 port 41544 ssh2,after_hours_login
Apr 01 07:47:51 dbserver02 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 06:27:17 webserver01 sshd[3806]: Accepted password for root from 198.51.100.77 port 54493 ssh2,root_login
Apr 01 10:55:20 dbserver02 sshd[4476]: Accepted password for alice from 192.168.1.25 port 62708 ssh2,normal
Apr 01 11:08:11 appserver03 sshd[9465]: Accepted password for frank from 192.168.1.29 port 53009 ssh2,normal
Apr 01 13:31:00 webserver01 sshd[4187]: Accepted password for eve from 192.168.1.24 port 61365 ssh2,normal
Apr 01 18:48:59 appserver03 systemd-logind[128]: New session 344 of user eve.,normal
Apr 01 10:33:56 webserver01 sshd[8984]: Failed password for invalid user admin from 103.253.41.98 port 41359 ssh2,ssh_brute_force
Apr 01 05:38:38 dbserver02 su[9160]: FAILED su for root by hacker,su_failure
Apr 01 08:26:00 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 14:08:06 appserver03 CRON[3272]: pam_unix(cron:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 19:46:16 dbserver02 sshd[5013]: Accepted password for dave from 192.168.1.19 port 63766 ssh2,normal
Apr 01 08:57:08 webserver01 pam_unix(sshd:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 11:44:31 dbserver02 sshd[7270]: Accepted password for root from 91.240.118.172 port 58267 ssh2,root_login
Apr 01 06:30:50 dbserver02 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 20:58:58 webserver01 systemd-logind[502]: New session 9 of user frank.,normal
Apr 01 19:08:00 appserver03 sshd[9916]: Accepted password for dave from 192.168.1.15 port 60434 ssh2,normal
Apr 01 08:40:17 appserver03 systemd-logind[518]: New session 157 of user bob.,normal
Apr 01 00:02:34 appserver03 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
Apr 01 15:52:34 appserver03 sshd[4559]: Accepted password for dave from 192.168.1.13 port 58046 ssh2,normal
Apr 01 21:56:33 webserver01 CRON[1745]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 17:33:59 webserver01 CRON[8093]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 23:10:47 dbserver02 sshd[2280]: Failed password for invalid user admin from 185.220.101.34 port 55402 ssh2,ssh_brute_force
Apr 01 19:44:38 dbserver02 systemd-logind[282]: New session 484 of user eve.,normal
Apr 01 11:52:33 appserver03 su[4289]: FAILED su for root by intruder,su_failure
Apr 01 22:20:23 webserver01 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 20:35:30 dbserver02 sshd[1521]: Accepted password for dave from 192.168.1.13 port 44880 ssh2,normal
Apr 01 07:13:07 dbserver02 systemd-logind[504]: New session 303 of user eve.,normal
Apr 01 14:44:15 dbserver02 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 14:58:17 dbserver02 CRON[2471]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 18:53:26 webserver01 sshd[1844]: Accepted password for alice from 192.168.1.22 port 59657 ssh2,normal
Apr 01 18:35:36 webserver01 sshd[5669]: Accepted password for eve from 192.168.1.27 port 65292 ssh2,normal
Apr 01 17:46:05 dbserver02 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 07:12:34 dbserver02 CRON[6534]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 15:26:28 dbserver02 sshd[5965]: Accepted password for grace from 192.168.1.12 port 42573 ssh2,normal
Apr 01 18:19:28 appserver03 sshd[7023]: Accepted password for frank from 192.168.1.10 port 51635 ssh2,normal
Apr 01 15:48:51 dbserver02 sshd[5454]: Accepted password for grace from 192.168.1.18 port 53810 ssh2,normal
Apr 01 06:43:52 dbserver02 CRON[4781]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 10:40:20 appserver03 sshd[9629]: Accepted password for bob from 192.168.1.27 port 55814 ssh2,normal
Apr 01 15:32:52 webserver01 sshd[6865]: Accepted password for bob from 192.168.1.29 port 60695 ssh2,normal
Apr 01 10:31:05 webserver01 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 16:20:10 webserver01 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 14:07:49 appserver03 CRON[6295]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 19:34:43 webserver01 sshd[4750]: Accepted password for grace from 192.168.1.19 port 40362 ssh2,normal
Apr 01 11:54:56 dbserver02 sshd[2274]: Accepted password for grace from 192.168.1.17 port 51210 ssh2,normal
Apr 01 06:28:44 webserver01 sshd[9645]: Accepted password for grace from 192.168.1.29 port 42614 ssh2,normal
Apr 01 08:40:40 webserver01 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 08:44:05 dbserver02 sshd[4403]: Accepted password for dave from 192.168.1.27 port 54968 ssh2,normal
Apr 01 04:51:42 dbserver02 sshd[3159]: Accepted password for root from 185.220.101.34 port 49151 ssh2,root_login
Apr 01 10:25:26 appserver03 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 21:43:26 webserver01 sshd[3609]: Accepted password for dave from 192.168.1.16 port 60954 ssh2,normal
Apr 01 15:29:44 appserver03 sshd[2687]: Accepted password for eve from 192.168.1.23 port 40530 ssh2,normal
Apr 01 16:00:02 appserver03 sshd[3052]: Accepted password for bob from 192.168.1.25 port 61000 ssh2,normal
Apr 01 06:03:33 webserver01 sshd[8450]: Accepted password for carol from 192.168.1.12 port 48353 ssh2,normal
Apr 01 19:28:17 webserver01 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 03:47:59 appserver03 sshd[1755]: Accepted password for bob from 192.168.1.28 port 57695 ssh2,after_hours_login
Apr 01 06:45:58 webserver01 systemd-logind[892]: New session 319 of user alice.,normal
Apr 01 11:34:25 webserver01 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 03:51:43 dbserver02 sshd[2691]: Accepted password for grace from 192.168.1.13 port 48387 ssh2,after_hours_login
Apr 01 21:59:57 webserver01 sshd[3818]: Accepted password for bob from 192.168.1.29 port 40519 ssh2,normal
Apr 01 13:27:16 webserver01 sshd[1312]: Accepted password for bob from 192.168.1.12 port 50167 ssh2,normal
Apr 01 09:08:22 webserver01 sshd[7437]: Accepted password for dave from 192.168.1.10 port 54406 ssh2,normal
Apr 01 15:43:40 webserver01 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 20:03:17 appserver03 sshd[8267]: Accepted password for bob from 192.168.1.16 port 44981 ssh2,normal
Apr 01 19:33:17 webserver01 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 21:39:38 webserver01 systemd-logind[659]: New session 3 of user carol.,normal
Apr 01 16:12:51 webserver01 systemd-logind[745]: New session 499 of user bob.,normal
Apr 01 10:45:35 webserver01 systemd-logind[480]: New session 348 of user alice.,normal
Apr 01 22:10:58 appserver03 systemd-logind[928]: New session 294 of user frank.,normal
Apr 01 19:18:55 webserver01 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 21:31:19 appserver03 CRON[5486]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
"Apr 01 07:13:07 webserver01 useradd[8383]: new user: name=tempuser, UID=16121, GID=8327, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 17:17:29 dbserver02 sshd[8186]: Accepted password for alice from 192.168.1.17 port 48567 ssh2,normal
Apr 01 13:31:23 appserver03 sshd[3561]: Accepted password for carol from 192.168.1.20 port 59438 ssh2,normal
Apr 01 04:12:40 webserver01 sshd[9345]: Failed password for invalid user intruder from 91.240.118.172 port 41348 ssh2,ssh_brute_force
Apr 01 19:58:38 appserver03 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 08:26:29 webserver01 sshd[2953]: Accepted password for alice from 192.168.1.19 port 57746 ssh2,normal
Apr 01 13:20:25 webserver01 sshd[7698]: Accepted password for frank from 192.168.1.26 port 59204 ssh2,normal
Apr 01 12:15:52 appserver03 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 20:36:32 dbserver02 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 09:58:58 appserver03 sshd[5837]: Accepted password for root from 45.33.32.156 port 58861 ssh2,root_login
Apr 01 16:24:26 webserver01 sshd[9481]: Accepted password for dave from 192.168.1.27 port 55949 ssh2,normal
Apr 01 18:43:14 webserver01 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 10:50:53 appserver03 sshd[1954]: Accepted password for dave from 192.168.1.23 port 57470 ssh2,normal
Apr 01 17:58:58 dbserver02 sshd[3803]: Failed password for invalid user scanner from 103.253.41.98 port 47196 ssh2,ssh_brute_force
Apr 01 12:49:36 webserver01 sshd[8795]: Accepted password for carol from 192.168.1.20 port 46191 ssh2,normal
Apr 01 14:53:22 dbserver02 systemd-logind[512]: New session 64 of user eve.,normal
Apr 01 09:45:35 dbserver02 sshd[6699]: Accepted password for frank from 192.168.1.27 port 59504 ssh2,normal
Apr 01 07:48:18 webserver01 systemd-logind[682]: New session 481 of user eve.,normal
Apr 01 12:00:21 dbserver02 CRON[5125]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 21:25:34 appserver03 sshd[3752]: Accepted password for bob from 192.168.1.16 port 43926 ssh2,normal
Apr 01 10:17:23 appserver03 sshd[8042]: Accepted password for carol from 192.168.1.14 port 60519 ssh2,normal
Apr 01 15:14:52 dbserver02 sshd[6200]: Accepted password for dave from 192.168.1.17 port 52868 ssh2,normal
Apr 01 09:19:11 dbserver02 su[5649]: FAILED su for root by dave,su_failure
Apr 01 06:35:31 dbserver02 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 06:49:16 appserver03 pam_unix(sshd:session): session closed for user eve,normal
Apr 01 16:58:59 webserver01 CRON[9257]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 13:22:42 appserver03 sshd[3674]: Accepted password for bob from 192.168.1.13 port 64755 ssh2,normal
Apr 01 21:26:08 dbserver02 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 12:00:17 webserver01 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 20:16:49 appserver03 systemd-logind[968]: New session 285 of user bob.,normal
Apr 01 19:23:19 dbserver02 sshd[7297]: Accepted password for eve from 192.168.1.12 port 64383 ssh2,normal
Apr 01 18:23:50 dbserver02 sshd[2275]: Accepted password for bob from 192.168.1.17 port 55791 ssh2,normal
Apr 01 21:45:24 dbserver02 sshd[9624]: Accepted password for grace from 192.168.1.15 port 44322 ssh2,normal
"Apr 01 15:02:20 appserver03 useradd[3416]: new user: name=tempuser, UID=36721, GID=11358, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 16:37:05 dbserver02 sshd[2434]: Accepted password for carol from 192.168.1.21 port 46943 ssh2,normal
Apr 01 12:12:28 dbserver02 sshd[3821]: Accepted password for bob from 192.168.1.21 port 48328 ssh2,normal
Apr 01 15:21:12 appserver03 sshd[5562]: Accepted password for alice from 192.168.1.29 port 42514 ssh2,normal
Apr 01 19:17:57 webserver01 sshd[6953]: Accepted password for bob from 192.168.1.29 port 42997 ssh2,normal
Apr 01 16:14:47 dbserver02 sshd[7475]: Accepted password for root from 103.253.41.98 port 56418 ssh2,root_login
Apr 01 18:06:01 dbserver02 CRON[1026]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 22:06:40 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 02:41:49 appserver03 su[1910]: FAILED su for root by scanner,su_failure
Apr 01 21:56:06 dbserver02 sshd[1573]: Accepted password for carol from 192.168.1.10 port 58960 ssh2,normal
"Apr 01 02:17:31 webserver01 adduser[7331]: new user: name=testadmin, UID=43698, GID=34748, home=/home/testadmin, shell=/bin/bash",new_user_created
"Apr 01 12:24:30 appserver03 useradd[2524]: new user: name=svc_acct, UID=36115, GID=42027, home=/home/svc_acct, shell=/bin/bash",new_user_created
Apr 01 13:59:48 webserver01 systemd-logind[991]: New session 5 of user bob.,normal
Apr 01 07:17:08 appserver03 sshd[2740]: Accepted password for grace from 192.168.1.18 port 56952 ssh2,normal
Apr 01 22:33:18 dbserver02 sshd[2593]: Accepted password for root from 103.253.41.98 port 55424 ssh2,root_login
Apr 01 14:17:36 appserver03 sshd[6211]: Accepted password for carol from 192.168.1.23 port 46194 ssh2,normal
Apr 01 22:44:05 dbserver02 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 20:23:29 appserver03 systemd-logind[878]: New session 61 of user dave.,normal
Apr 01 19:56:32 dbserver02 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 18:36:39 appserver03 sshd[6718]: Accepted password for bob from 192.168.1.23 port 51569 ssh2,normal
Apr 01 08:40:36 webserver01 sshd[8664]: Accepted password for eve from 192.168.1.17 port 41053 ssh2,normal
"Apr 01 16:13:39 dbserver02 adduser[3225]: new user: name=tempuser, UID=60844, GID=37134, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 04:54:27 dbserver02 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 03:00:46 webserver01 sudo: intruder : TTY=pts/0 ; PWD=/home/intruder ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 17:24:37 webserver01 sshd[4209]: Accepted password for carol from 192.168.1.14 port 42814 ssh2,normal
Apr 01 14:58:09 webserver01 sshd[1656]: Accepted password for grace from 192.168.1.26 port 62568 ssh2,normal
Apr 01 02:09:19 dbserver02 sshd[3969]: Accepted password for alice from 192.168.1.21 port 46219 ssh2,after_hours_login
Apr 01 21:13:10 appserver03 sshd[4378]: Accepted password for carol from 192.168.1.29 port 57721 ssh2,normal
Apr 01 06:43:32 dbserver02 sshd[7753]: Accepted password for alice from 192.168.1.27 port 40218 ssh2,normal
Apr 01 08:12:35 appserver03 sshd[4590]: Accepted password for grace from 192.168.1.25 port 64159 ssh2,normal
Apr 01 13:43:54 appserver03 sshd[8034]: Accepted password for frank from 192.168.1.16 port 51033 ssh2,normal
Apr 01 07:23:16 appserver03 pam_unix(sshd:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 12:15:59 appserver03 sshd[7493]: Accepted password for alice from 192.168.1.22 port 65462 ssh2,normal
Apr 01 17:06:22 appserver03 CRON[5536]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 04:21:24 webserver01 sshd[8870]: Accepted password for alice from 192.168.1.17 port 51499 ssh2,after_hours_login
"Apr 01 11:24:58 appserver03 useradd[5648]: new user: name=tempuser, UID=22838, GID=1514, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 13:45:22 webserver01 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 12:22:45 webserver01 sshd[8010]: Accepted password for root from 198.51.100.77 port 45873 ssh2,root_login
Apr 01 21:07:06 webserver01 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/passwd,privilege_escalation
Apr 01 19:16:09 dbserver02 sshd[8371]: Accepted password for carol from 192.168.1.29 port 52000 ssh2,normal
Apr 01 22:41:01 dbserver02 sshd[7461]: Accepted password for eve from 192.168.1.14 port 49657 ssh2,normal
Apr 01 15:44:36 appserver03 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 08:32:07 appserver03 sshd[6755]: Accepted password for grace from 192.168.1.13 port 64791 ssh2,normal
Apr 01 09:37:41 appserver03 sshd[6071]: Accepted password for bob from 192.168.1.28 port 57676 ssh2,normal
Apr 01 09:11:50 appserver03 sshd[8085]: Accepted password for carol from 192.168.1.24 port 57465 ssh2,normal
Apr 01 09:10:43 dbserver02 sshd[1751]: Accepted password for grace from 192.168.1.13 port 58394 ssh2,normal
Apr 01 18:46:02 dbserver02 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 09:49:41 webserver01 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 09:26:59 webserver01 sshd[2225]: Accepted password for eve from 192.168.1.29 port 61889 ssh2,normal
Apr 01 18:42:37 appserver03 systemd-logind[561]: New session 306 of user carol.,normal
Apr 01 17:54:58 webserver01 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 21:36:31 dbserver02 sshd[9398]: Accepted password for grace from 192.168.1.28 port 50795 ssh2,normal
Apr 01 04:47:19 dbserver02 sshd[7402]: Accepted password for grace from 45.33.32.156 port 59921 ssh2,after_hours_login
Apr 01 21:40:17 dbserver02 sshd[6494]: Accepted password for frank from 192.168.1.23 port 46741 ssh2,normal
Apr 01 15:58:35 dbserver02 sshd[2645]: Accepted password for grace from 192.168.1.27 port 61558 ssh2,normal
Apr 01 12:11:16 webserver01 sshd[9951]: Accepted password for alice from 192.168.1.21 port 62868 ssh2,normal
Apr 01 12:24:54 webserver01 sshd[4122]: Accepted password for grace from 192.168.1.29 port 43753 ssh2,normal
Apr 01 22:16:19 webserver01 su[5731]: FAILED su for root by dave,su_failure
Apr 01 11:04:30 webserver01 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
"Apr 01 01:44:07 webserver01 adduser[6069]: new user: name=tempuser, UID=5296, GID=55231, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 21:44:49 webserver01 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 07:32:46 appserver03 systemd-logind[832]: New session 121 of user bob.,normal
Apr 01 00:10:43 webserver01 sshd[9543]: Accepted password for dave from 192.168.1.15 port 41931 ssh2,after_hours_login
Apr 01 17:00:49 dbserver02 sshd[4810]: Accepted password for root from 45.33.32.156 port 65389 ssh2,root_login
Apr 01 12:35:28 webserver01 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 06:05:29 webserver01 systemd-logind[269]: New session 23 of user carol.,normal
Apr 01 20:39:39 appserver03 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 20:58:54 webserver01 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 18:36:42 webserver01 sshd[7787]: Accepted password for grace from 192.168.1.21 port 57888 ssh2,normal
Apr 01 19:43:00 appserver03 sshd[8781]: Accepted password for eve from 192.168.1.11 port 54831 ssh2,normal
Apr 01 21:14:46 webserver01 systemd-logind[225]: New session 489 of user dave.,normal
Apr 01 18:11:41 webserver01 sshd[6694]: Accepted password for root from 185.220.101.34 port 54430 ssh2,root_login
Apr 01 10:01:10 dbserver02 sshd[5164]: Accepted password for root from 198.51.100.77 port 55985 ssh2,root_login
Apr 01 19:29:44 dbserver02 systemd-logind[701]: New session 132 of user eve.,normal
Apr 01 17:50:55 appserver03 sshd[1103]: Accepted password for eve from 192.168.1.23 port 54202 ssh2,normal
Apr 01 15:25:48 dbserver02 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 14:56:56 webserver01 sshd[4924]: Accepted password for eve from 192.168.1.19 port 60338 ssh2,normal
Apr 01 03:58:42 dbserver02 sshd[9864]: Accepted password for root from 198.51.100.77 port 63860 ssh2,root_login
Apr 01 09:14:17 dbserver02 sshd[5806]: Accepted password for root from 198.51.100.77 port 43119 ssh2,root_login
Apr 01 07:22:43 dbserver02 sshd[5243]: Accepted password for frank from 192.168.1.13 port 42530 ssh2,normal
Apr 01 10:33:54 webserver01 systemd-logind[164]: New session 80 of user frank.,normal
Apr 01 09:19:15 webserver01 sshd[9477]: Accepted password for alice from 192.168.1.28 port 61829 ssh2,normal
Apr 01 11:59:08 dbserver02 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 07:16:04 dbserver02 sshd[5553]: Accepted password for eve from 192.168.1.15 port 64354 ssh2,normal
Apr 01 07:12:53 appserver03 sshd[3684]: Accepted password for grace from 192.168.1.16 port 51434 ssh2,normal
Apr 01 21:32:40 webserver01 systemd-logind[680]: New session 303 of user eve.,normal
Apr 01 19:32:30 appserver03 sshd[4461]: Accepted password for bob from 192.168.1.25 port 46109 ssh2,normal
Apr 01 21:53:38 webserver01 sshd[4464]: Failed password for admin from 103.253.41.98 port 62917 ssh2,ssh_brute_force
Apr 01 17:48:28 appserver03 sshd[2488]: Accepted password for grace from 192.168.1.13 port 61014 ssh2,normal
Apr 01 15:23:13 dbserver02 sshd[8602]: Accepted password for grace from 192.168.1.10 port 43010 ssh2,normal
Apr 01 10:45:13 appserver03 systemd-logind[372]: New session 345 of user eve.,normal
Apr 01 00:23:39 appserver03 sshd[4852]: Accepted password for grace from 192.168.1.11 port 64109 ssh2,after_hours_login
Apr 01 17:48:23 dbserver02 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 15:37:06 dbserver02 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 10:18:45 webserver01 CRON[2863]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 19:29:29 webserver01 sshd[1142]: Accepted password for carol from 192.168.1.20 port 52071 ssh2,normal
Apr 01 09:30:40 dbserver02 su[3513]: FAILED su for root by bob,su_failure
Apr 01 18:40:55 webserver01 su[9656]: FAILED su for root by frank,su_failure
Apr 01 13:30:56 dbserver02 sshd[6349]: Accepted password for eve from 192.168.1.22 port 56980 ssh2,normal
Apr 01 19:31:42 dbserver02 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 17:50:11 webserver01 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 09:32:54 webserver01 sshd[7217]: Accepted password for alice from 192.168.1.21 port 48963 ssh2,normal
Apr 01 08:50:51 webserver01 sshd[2478]: Accepted password for grace from 192.168.1.17 port 50492 ssh2,normal
Apr 01 10:41:30 appserver03 sshd[4790]: Accepted password for bob from 192.168.1.25 port 50817 ssh2,normal
Apr 01 08:45:17 webserver01 sshd[2642]: Accepted password for alice from 192.168.1.29 port 60628 ssh2,normal
Apr 01 14:25:27 dbserver02 CRON[6020]: pam_unix(cron:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 06:34:31 webserver01 sshd[4073]: Accepted password for grace from 192.168.1.24 port 47907 ssh2,normal
Apr 01 13:29:08 dbserver02 sshd[8509]: Accepted password for eve from 192.168.1.11 port 44259 ssh2,normal
Apr 01 17:40:21 webserver01 sshd[5110]: Accepted password for bob from 192.168.1.26 port 65058 ssh2,normal
Apr 01 12:56:24 appserver03 sshd[9184]: Accepted password for dave from 192.168.1.28 port 49421 ssh2,normal
Apr 01 14:38:11 webserver01 su[1977]: FAILED su for root by hacker,su_failure
Apr 01 18:25:23 appserver03 sudo: intruder : TTY=pts/0 ; PWD=/home/intruder ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 20:13:12 webserver01 pam_unix(sshd:session): session closed for user eve,normal
Apr 01 17:01:42 appserver03 sshd[1568]: Accepted password for bob from 192.168.1.12 port 57733 ssh2,normal
Apr 01 01:50:54 dbserver02 sshd[4532]: Accepted password for root from 198.51.100.77 port 48543 ssh2,root_login
Apr 01 20:37:00 appserver03 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 11:52:21 dbserver02 sshd[7957]: Accepted password for grace from 192.168.1.12 port 40807 ssh2,normal
Apr 01 21:55:36 dbserver02 CRON[1387]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 06:56:14 webserver01 CRON[1607]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 17:24:11 webserver01 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
